Name,Interval,#,Id,Width (µm),Height (µm),Diameter (µm),Aspect Ratio,Area (µm²),Perimeter (µm),Eccentricity,Circularity,Solidity,Identification,Notes,Match Type,Quality,Is Valid
LF_03_1-2,1,A1,587,785,498.8533542,0.748328522,195450,5747.127649,0.717283731,0.074360766,0.607058275,Acrylonitrile Butadiene,,Auto,0.687081714,true
LF_03_1-2,2,A2,428,1021,498.1349935,0.418802509,194887.5,6277.335799,0.819279695,0.062150285,0.536381464,Cellulosic,,Auto,0.766286758,true
LF_03_1-2,3,A3,703,698,496.1982436,1.007339427,193375,7576.072073,0.63877082,0.042337187,0.509132796,Polyethylene (PE),,Auto,0.805694815,true
LF_03_1-2,4,A4,458,788,485.334231,0.581440244,185000,4316.17312,0.663201455,0.124791177,0.633019675,Polyvinylchloride (PVC),,Auto,0.799434205,true
LF_03_1-2,5,A5,794,485,480.1250041,1.636681669,181050,6988.376553,0.859304997,0.04658604,0.593703886,Cellulosic,,Auto,0.675221334,true
LF_03_1-2,6,A6,615,715,475.8128903,0.859863717,177812.5,6233.193664,0.580285442,0.057510999,0.519198482,Polyurethane (PU),,Auto,0.812691853,true
LF_03_1-2,7,A7,1201,465,464.1466697,2.585344055,169200,6153.401815,0.615333212,0.056153867,0.408165727,Polyurethane (PU),,Auto,0.671570821,true
LF_03_1-2,8,A8,718,644,462.0502577,1.115192054,167675,5961.269784,0.694877112,0.059292618,0.485662563,Polyamide (PA),,Auto,0.765408812,true
LF_03_1-2,9,A9,566,946,459.9269886,0.598322409,166137.5,5268.929603,0.658399003,0.07520258,0.402391765,Polymethylmethacrylate (PMMA),,Auto,0.739751885,true
LF_03_1-2,10,A10,690,569,442.5203295,1.211754344,153800,5787.127649,0.693672075,0.057708539,0.519419115,Acrylates,,Auto,0.677740048,true
LF_03_1-2,11,A11,411,782,438.5462726,0.525345631,151050,3652.619735,0.78366055,0.142272732,0.654533637,Polyvinylchloride (PVC),,Auto,0.704996784,true
LF_03_1-2,12,A12,791,469,433.1785751,1.685177563,147375,3994.751766,0.804933103,0.11605239,0.557789658,Cellulosic,,Auto,0.774738928,true
LF_03_1-2,13,A13,837,438,422.9164516,1.912734828,140475,4832.15291,0.767976263,0.075601005,0.512191787,Polyamide (PA),,Auto,0.71121915,true
LF_03_1-2,14,A14,447,657,408.3657054,0.681331801,130975,3919.604578,0.825805024,0.107130655,0.542536116,Cellulose chemically modified,,Auto,0.66579725,true
LF_03_1-2,15,A15,689,403,405.196544,1.709677639,128950,3376.051193,0.726140782,0.142171702,0.594547865,Alkyd Varnish,,Auto,0.837375166,true
LF_03_1-2,16,A16,664,429,403.5434769,1.546934023,127900,3912.32536,0.813911876,0.105005121,0.607925851,Polypropylene (PP),,Auto,0.807771027,true
LF_03_1-2,17,A17,747,442,400.8526295,1.688035017,126200,4105.462443,0.532215704,0.094090343,0.527399049,Rubber,,Auto,0.661203333,true
LF_03_1-2,18,A18,706,500,399.3410234,1.412999149,125250,4594.873692,0.647410868,0.074548763,0.493523125,Acrylates,,Auto,0.765823832,true
LF_03_1-2,19,A19,333,809,388.1033859,0.412050369,118300,3073.919163,0.928339375,0.157329341,0.62156837,Polyethylene (PE),,Auto,0.805401708,true
LF_03_1-2,20,A20,437,689,364.1973772,0.634769496,104175,4898.010775,0.774405292,0.05456748,0.418310495,Cellulosic,,Auto,0.795787473,true
LF_03_1-2,21,A21,811,494,359.7787031,1.640260335,101662.5,4325.670593,0.728417406,0.068275323,0.373039171,Polyurethane (PU),,Auto,0.665881437,true
LF_03_1-2,22,A22,433,430,359.6680939,1.005911904,101600,2330.365778,0.665462426,0.235101491,0.738573376,Acrylates,,Auto,0.639642872,true
LF_03_1-2,23,A23,416,561,358.6045092,0.741672805,101000,4101.320307,0.692886113,0.075454277,0.593681117,Cellulosic,,Auto,0.834692696,true
LF_03_1-2,24,A24,538,391,356.6240528,1.375739651,99887.5,1953.589086,0.59969683,0.328892952,0.675885985,Polybutadiene,,Auto,0.620146889,true
LF_03_1-2,25,A25,494,331,353.3962137,1.491669023,98087.5,2320.868304,0.706869678,0.228835045,0.774018544,Cellulosic,,Auto,0.765560933,true
LF_03_1-2,26,A26,550,298,346.5520452,1.846235748,94325,2398.650049,0.715543593,0.206016923,0.722243492,Polypropylene (PP),,Auto,0.802785972,true
LF_03_1-2,27,A27,314,151,208.5359786,2.075969686,34154.80971,1116.238825,0.711391686,0.344466891,0.920225695,Natural Polyamide,,Auto,0.71974645,true
